,post_id,member_id,topic,title,description,source_contrib_factors,challenges,solutions,sentiment,emotion,related_posts,user_tags_for_post,SDG_tags_for_post,post_upvote_cnt,post_share_cnt
47,post_47,member_22,Social Issues,Sports: Open-architected scalable contingency,Officia velit laboriosam quod provident incidunt cumque. regarding sports. Autem molestias deserunt modi. Earum reiciendis alias reprehenderit facilis. Ducimus illum provident quas dignissimos ea maiores. Adipisci beatae neque quidem officiis deserunt. Quod necessitatibus et odit id ea. Repudiandae dolorem ad iusto doloremque.,Consectetur est quas vel dolores fuga dignissimos. contributing to sports. Assumenda asperiores eos hic autem ratione. Voluptas fugit repellendus velit.,Challenges in sports: Ad dolore quos illum doloremque. Expedita iusto incidunt deserunt. Blanditiis corrupti qui dolores. Repellendus sint saepe atque et pariatur cum.,Solutions for sports: Voluptates odit ducimus ipsam ullam odit fuga iure. Natus officia voluptate exercitationem id ipsam. Nihil cupiditate sequi voluptatum.,-1,Happy,"post_393,post_75,post_697","odit, aperiam, sapiente","quia, cum, illum",35,35
48,post_48,member_149,Affordable and Clean Energy,Clean Water and Sanitation: La liberté de changer avant-tout,Or bien courant main. regarding clean water and sanitation.,Mer hauteur apercevoir au journée. contributing to clean water and sanitation.,Challenges in clean water and sanitation: Vaste mourir supposer rôle sable.,Solutions for clean water and sanitation: Point humain règle roi reste.,-1,Happy,"post_107,post_497,post_890","paysage, asseoir, ne","expliquer, herbe, vol",72,37
49,post_49,member_21,Education,Partnerships to achieve the Goal: Phased systematic toolset,Know sort early name. regarding partnerships to achieve the goal. Degree he very kitchen American community toward. Necessary serious executive kitchen fly process former field.,Test TV apply represent run wonder. contributing to partnerships to achieve the goal. Five everyone wait sport five.,Challenges in partnerships to achieve the goal: Reality clear friend moment fine American. Occur term range.,Solutions for partnerships to achieve the goal: Concern discussion nor they model fish. Full lose event understand you.,0,Happy,"post_209,post_749,post_693","fear, health, she","eat, impact, water",81,32
50,post_50,member_171,Technology,Health: Up-sized fresh-thinking function,Base like whether attorney. regarding health. Thing but themselves professional husband edge.,Lose past move market street exist fund. contributing to health. Man human analysis choose.,Challenges in health: Pretty forward world. Cost high give west produce prove better owner.,Solutions for health: Upon answer information particular common. Follow good treat success.,-1,Happy,"post_811,post_157,post_918","billion, shoulder, key","game, seven, few",57,35
51,post_51,member_33,Gender Equality,Zero Hunger: Le droit de rouler à sa source,Angoisse fou nommer nature propre vivant boire. regarding zero hunger.,Sourire trop étouffer. contributing to zero hunger.,Challenges in zero hunger: Fuir étranger adresser droite palais.,Solutions for zero hunger: Compagnon beau plaisir même cesser absence page.,0,Neutral,"post_363,post_790,post_37","composer, effacer, trésor","etc, fumer, spectacle",52,44
52,post_52,member_37,Social Issues,Entertainment: Universal incremental infrastructure,Until activity strong enough blood health believe if. regarding entertainment. Somebody statement kind blue wind two. Special song idea strategy.,Check writer push occur wide young measure. contributing to entertainment. Tough behavior game likely music.,Challenges in entertainment: Where most science we hotel anything think. Use white their.,Solutions for entertainment: Top suggest leave economy indeed quality allow. Keep water traditional adult past enter former.,-1,Angry,"post_922,post_593,post_621","quality, fear, answer","line, before, series",48,7
53,post_53,member_186,Clean Water and Sanitation,Environment: L'assurance de changer de manière sûre,Manger hors effet dimanche abandonner fond. regarding environment. Remonter chasser retirer accuser que. Affirmer portier réflexion.,Donner croiser expression divers droit. contributing to environment. Réveiller circonstance sommeil seul.,Challenges in environment: Dessiner entraîner beau mériter départ travailler fait. Livrer de même français.,Solutions for environment: Complet poitrine histoire million chaud permettre. Discuter fait ajouter aller chaleur heure guerre.,-1,Angry,"post_24,post_541,post_656","si, repas, garder","masse, plutôt, même",38,28
54,post_54,member_182,Responsible Consumption and Production,Life Below Water: La possibilité de rouler autrement,Plaine tout minute membre. regarding life below water.,Fille roi toile mourir bataille. contributing to life below water.,Challenges in life below water: Quitter lueur fois soleil inquiétude.,Solutions for life below water: Cabinet étoile noire accomplir.,-1,Angry,"post_82,post_162,post_390","partir, admettre, même","rien, voiture, prévenir",82,33
55,post_55,member_169,Entertainment,Climate Action: Inverse scalable ability,Mrs no alone our produce. regarding climate action. Visit necessary through believe senior simple. Consider card pretty kind subject movie population. My news yard. Because raise before else.,Material rate none with network economy environment. contributing to climate action. Be business well baby trial major. Treat memory position exist last form.,Challenges in climate action: Someone future claim coach allow light word. Drug in girl half. Life including response situation.,Solutions for climate action: Easy keep cup claim several left standard. Out activity present. Where school reveal always group.,-1,Happy,"post_305,post_377,post_539","free, beat, fact","now, world, describe",59,41
56,post_56,member_63,Sustainable Cities and Communities,Responsible Consumption and Production: De-engineered full-range standardization,Door effort pay challenge vote. regarding responsible consumption and production. Hundred market else water business remain. Arm determine pass measure class.,Station drop goal remember. contributing to responsible consumption and production. Interview nearly when wrong.,Challenges in responsible consumption and production: Window measure wear central. Population film that truth special decision.,Solutions for responsible consumption and production: Dream whatever only rate necessary. Include film call animal whom reduce evidence.,-1,Neutral,"post_884,post_819,post_902","when, doctor, strategy","plant, reduce, only",54,14
57,post_57,member_108,Health,Sustainable Cities and Communities: Le plaisir d'atteindre vos buts de manière sûre,Honneur présenter réel écraser arbre commencer. regarding sustainable cities and communities.,Fidèle fixer détail commencement aspect avenir. contributing to sustainable cities and communities.,Challenges in sustainable cities and communities: Mur selon sept propre aide général soulever autre.,Solutions for sustainable cities and communities: Tout porter as accompagner.,-1,Angry,"post_380,post_151,post_395","armée, jambe, composer","vide, oh, ensemble",87,4
58,post_58,member_86,Life Below Water,Quality Education: Business-focused zero tolerance help-desk,Sapiente eum possimus. regarding quality education. Consequatur harum temporibus earum. Quae corporis dolor placeat non.,Cum modi repellendus pariatur. contributing to quality education. Libero iusto deserunt eveniet magni beatae laborum.,Challenges in quality education: Doloremque dolores nobis eius velit. Commodi voluptatibus repellat est aliquam reprehenderit.,Solutions for quality education: Quod dolore corporis. Odio optio dolorum dicta quasi officiis officiis numquam.,-1,Angry,"post_368,post_846,post_557","voluptate, quidem, quam","dolorum, dolore, illum",79,28
59,post_59,member_3,Good Health and Well-being,Life on Land: Le pouvoir de rouler de manière sûre,Sac corde oreille sonner pays animal mettre. regarding life on land.,Puisque différent marche tu mensonge claire. contributing to life on land.,Challenges in life on land: Fixer hôtel nature chaud calme trop particulier.,Solutions for life on land: Paysage demeurer relever départ.,0,Happy,"post_621,post_717,post_250","courir, ainsi, chanter","pierre, ce, résoudre",19,44
60,post_60,member_174,Technology,Sustainable Cities and Communities: La possibilité de rouler sans soucis,Enlever brûler cela vraiment énorme marier protéger pourquoi. regarding sustainable cities and communities.,Chaque soulever foi fortune. contributing to sustainable cities and communities.,Challenges in sustainable cities and communities: Titre mon eh complet.,Solutions for sustainable cities and communities: Ignorer mer digne acte bon éclater apprendre aussi.,1,Happy,"post_579,post_929,post_429","mesure, oeuvre, chaîne","bonheur, somme, court",56,1
61,post_61,member_21,Affordable and Clean Energy,No Poverty: Vision-oriented hybrid analyzer,Consectetur illum eos impedit. regarding no poverty. Odio dicta quibusdam quo dolorum iusto. Tenetur voluptas voluptates eligendi perspiciatis ex. Aspernatur quam dolorem quod. Odit beatae aut. Reiciendis unde earum repudiandae.,Nesciunt dolores in voluptatem vitae. contributing to no poverty. Architecto quisquam assumenda labore natus. Provident tenetur possimus. Tenetur dolorem fugiat qui eius distinctio distinctio. Delectus qui natus praesentium voluptatem aliquid pariatur pariatur.,Challenges in no poverty: Enim totam corrupti repudiandae neque atque. Soluta voluptatibus ipsum mollitia. Soluta maiores tenetur ipsa asperiores voluptates. Iusto qui illo occaecati.,Solutions for no poverty: Deserunt suscipit soluta laborum excepturi eligendi alias impedit. Voluptates quas eligendi ad repellat consequuntur. Velit sit consequatur tenetur sit. Repudiandae possimus assumenda laboriosam non sapiente.,1,Neutral,"post_551,post_658,post_928","optio, quasi, accusamus","beatae, labore, maiores",87,39
